code,name
362230,分宜县
362231,安义县
362232,靖安县
362233,铜鼓县
362234,弋阳县
362300,上饶地区
362301,上饶市
362302,德兴市
362321,上饶县
362322,广丰县
362323,玉山县
362324,铅山县
362325,横峰县
362326,弋阳县
362327,贵溪县
362328,余江县
362329,余干县
362330,波阳县
362331,万年县
362332,乐平县
362333,德兴县
362334,婺源县
362400,吉安地区
362401,吉安市
362402,井冈山市
362421,吉安县
362422,吉水县
362423,峡江县
362424,新干县
362425,永丰县
362426,泰和县
362427,遂川县
362428,万安县
362429,安福县
362430,永新县
362431,莲花县
362432,宁冈县
362433,井岗山县
362500,抚州地区
362501,抚州市
362502,临川市
362521,临川县
362522,南城县
362523,黎川县
362524,南丰县
362525,崇仁县
362526,乐安县
362527,宜黄县
362528,金溪县
362529,资溪县
362530,进贤县
362531,东乡县
362532,广昌县
362533,井冈山县
362600,九江地区
362601,赣州市
362621,九江县
362622,瑞昌县
362623,武宁县
362624,修水县
362625,永修县
362626,德安县
362627,星子县
362628,都昌县
362629,湖口县
362630,彭泽县
362631,瑞金县
362632,南康县
362633,会昌县
362634,上犹县
362635,安远县
362636,崇义县
362637,寻乌县
362638,大余县
369001,瑞昌市
369002,乐平市
370101,市辖区
370111,郊区
370120,市区
370121,历城县
370122,章丘县
370123,长清县
370125,济阳县
370181,章丘市
370201,市辖区
370204,台东区
370205,四方区
370206,沧口区
370208,李沧区
370209,城阳区
370220,市区
370221,崂山县
370222,即墨县
370223,胶南县
370224,胶县
370225,莱西县
370226,平度县
370282,即墨市
370284,胶南市
370301,市辖区
370401,市辖区
370420,市区
370421,滕县
370501,市辖区
370504,牛庄区
370521,垦利县
370601,市辖区
370619,龙口市
370620,威海市
370621,福山县
370622,蓬莱县
370623,黄县
370624,招远县
370625,掖县
370626,莱西县
370627,莱阳县
370628,栖霞县
370629,海阳县
370630,乳山县
370631,牟平县
370632,文登县
370633,荣成县
370634,长岛县
370684,蓬莱市
370701,市辖区
370719,青州市
370721,益都县
370722,安丘县
370723,寿光县
370726,昌邑县
370727,高密县
370728,诸城县
370729,五莲县
370801,市辖区
370802,市中区
370819,曲阜市
370821,济宁县
370822,兖州县
370823,曲阜县
370824,泗水县
370825,邹县
370882,兖州市
370901,市辖区
370903,岱岳区
370919,莱芜市
370920,新泰市
370922,肥城县
370981,莱芜市
371001,市辖区
371021,乳山县
371022,文登县
371023,荣成县
371081,文登市
371101,市辖区
371200,莱芜市
371201,市辖区
371202,莱城区
371203,钢城区
371301,市辖区
371401,市辖区
371421,陵县
371501,市辖区
371523,茌平县
371601,市辖区
371624,沾化县
371626,邹平县
371701,市辖区
371727,定陶县
372100,烟台地区
372101,烟台市
372102,威海市
372121,福山县
372122,蓬莱县
372123,黄县
372124,招远县
372125,掖县
372126,莱西县
372127,莱阳县
372128,栖霞县
372129,海阳县
372130,乳山县
372131,牟平县
372132,文登县
372133,荣成县
372134,长岛县
372200,潍坊地区
372201,潍坊市
372221,益都县
372222,安丘县
372223,寿光县
372224,临朐县
372225,昌乐县
372226,昌邑县
372227,高密县
372228,诸城县
372229,五莲县
372230,平度县
372231,潍县
372300,滨州地区
372301,滨州市
372321,惠民县
372322,滨县
372323,阳信县
372324,无棣县
372325,沾化县
372326,利津县
372327,广饶县
372328,博兴县
372329,桓台县
372330,邹平县
372331,高青县
372332,垦利县
372400,德州地区
372401,德州市
372402,乐陵市
372403,禹城市
372421,陵县
372422,平原县
372423,夏津县
372424,武城县
372425,齐河县
372426,禹城县
372427,乐陵县
372428,临邑县
372429,商河县
372430,济阳县
372431,宁津县
372432,庆云县
372500,聊城地区
372501,聊城市
372502,临清市
372521,聊城县
372522,阳谷县
372523,莘县
372524,茌平县
372525,东阿县
372526,冠县
372527,高唐县
372528,临清县
372581,临清市
372600,泰安地区
372601,泰安市
372602,莱芜市
372603,新泰市
372621,泰安县
372622,莱芜县
372623,新泰县
372624,宁阳县
372625,肥城县
372626,东平县
372627,平阴县
372628,新汶县
372629,汶上县
372630,泗水县
372700,济宁地区
372701,济宁市
372721,济宁县
372722,兖州县
372723,曲阜县
372724,泗水县
372725,邹县
372726,微山县
372727,鱼台县
372728,金乡县
372729,嘉祥县
372730,汶上县
372800,临沂地区
372801,临沂市
372802,日照市
372821,临沂县
372822,郯城县
372823,苍山县
372824,莒南县
372825,日照县
372826,莒县
372827,沂水县
372828,沂源县
372829,蒙阴县
372830,平邑县
372831,费县
372832,沂南县
372833,临沭县
372900,菏泽地区
372901,菏泽市
372921,菏泽县
372922,曹县
372923,定陶县
372924,成武县
372925,单县
372926,巨野县
372927,梁山县
372928,郓城县
372929,鄄城县
372930,东明县
379001,青州市
379002,龙口市
379003,曲阜市
379004,莱芜市
379005,新泰市
379006,胶州市
379007,诸城市
379008,莱阳市
379009,莱州市
379010,滕州市
379011,文登市
379012,荣成市
379013,即墨市
379014,平度市
379015,莱西市
379016,胶南市
379017,蓬莱市
379018,招远市
379019,肥城市
379020,章丘市
379021,兖州市
379022,邹城市
379023,寿光市
379024,乳山市
379025,乐陵市
379026,禹城市
379027,安丘市
379028,昌邑市
379029,高密市
410101,市辖区
410107,新密区
410111,金海区
410112,郊区
410120,市区
410121,荥阳县
410123,新郑县
410124,巩县
410125,登封县
410126,密县
410201,市辖区
410211,金明区
410224,开封县
410301,市辖区
410306,吉利区
410312,偃师区
410313,孟津区
410321,偃师县
410322,孟津县
410381,偃师市
410401,市辖区
410412,舞钢区
410424,临汝县
410426,襄城县
410501,市辖区
410504,铁西区
410511,郊区
410521,林县
410524,淇县
410525,浚县
410601,市辖区
410604,马村区
410701,市辖区
410722,汲县
410723,辉县
410728,长垣县
410801,市辖区
410824,沁阳县
410826,孟县
410827,济源县
410881,济源市
410901,市辖区
410911,郊区
410921,滑县
410924,内黄县
410925,长垣县
411001,市辖区
411021,禹县
411022,长葛县
411023,许昌县
411101,市辖区
411123,郾城县
411201,市辖区
411219,义马市
411222,陕县
411223,灵宝县
411301,市辖区
411401,市辖区
411501,市辖区
411601,市辖区
411626,淮阳县
411701,市辖区
412100,安阳地区
412101,安阳市
412102,文峰区
412103,北关区
412104,铁西区
412111,郊区
412121,林县
412122,安阳县
412123,汤阴县
412124,淇县
412125,浚县
412126,濮阳县
412127,滑县
412128,清丰县
412129,南乐县
412130,内黄县
412131,长垣县
412132,范县
412133,台前县
412200,新乡地区
412201,新乡市
412202,红旗区
412203,新华区
412204,北站区
412211,郊区
412221,沁阳县
412222,博爱县
412223,济源县
412224,孟县
412225,温县
412226,武陟县
412227,修武县
412228,获嘉县
412229,新乡县
412230,辉县
412231,汲县
412232,原阳县
412233,延津县
412234,封丘县
412300,商丘地区
412301,商丘市
412302,永城市
412321,虞城县
412322,商丘县
412323,民权县
412324,宁陵县
412325,睢县
412326,夏邑县
412327,柘城县
412328,永城县
412400,开封地区
412421,杞县
412422,通许县
412423,尉氏县
412424,开封县
412425,中牟县
412426,新郑县
412427,巩县
412428,登封县
412429,密县
412430,兰考县
412500,洛阳地区
412501,三门峡市
412502,义马市
412521,偃师县
412522,孟津县
412523,新安县
412524,渑池县
412525,陕县
412526,灵宝县
412527,伊川县
412528,汝阳县
412529,嵩县
412530,洛宁县
412531,卢氏县
412532,栾川县
412533,临汝县
412534,宜阳县
412535,义马矿区
412600,许昌地区
412601,许昌市
412602,漯河市
412621,长葛县
412622,禹县
412623,鄢陵县
412624,许昌县
412625,郏县
412626,临颍县
412627,襄城县
412628,宝丰县
412629,郾城县
412630,叶县
412631,鲁山县
412632,舞阳县
412700,周口地区
412701,周口市
412702,项城市
412721,扶沟县
412722,西华县
412723,商水县
412724,太康县
412725,鹿邑县
412726,郸城县
412727,淮阳县
412728,沈丘县
412729,项城县
412800,驻马店地区
412801,驻马店市
412821,确山县
412822,泌阳县
412823,遂平县
412824,西平县
412825,上蔡县
412826,汝南县
412827,平舆县
412828,新蔡县
412829,正阳县
412900,南阳地区
412901,南阳市
412902,邓州市
412903,宛城区
412921,南召县
412922,方城县
412923,西峡县
412924,南阳县
412925,镇平县
412926,内乡县
412927,淅川县
412928,社旗县
412929,唐河县
412930,邓县
412931,新野县
412932,桐柏县
412933,规划控制区
413000,信阳地区
413001,信阳市
413021,息县
413022,淮滨县
413023,信阳县
413024,潢川县
413025,光山县
413026,固始县
413027,商城县
413028,罗山县
413029,新县
419000,省直辖行政单位
419002,汝州市
419003,济源市
419004,禹州市
419005,卫辉市
419006,辉县市
419007,沁阳市
419008,舞钢市
419009,巩义市
419010,灵宝市
419011,长葛市
419012,偃师市
419013,邓州市
419014,林州市
419015,新密市
419016,荥阳市
419017,新郑市
419018,登封市
420101,市辖区
420109,东湖管理分局
420120,市区
420121,汉阳县
420122,武昌县
420123,黄陂县
420124,新洲县
420201,市辖区
420211,郊区
420220,市区
420221,大冶县
420301,市辖区
420321,郧县
420400,沙市市
420501,市辖区
420521,宜昌县
420523,枝江县
420601,市辖区
420603,樊东区
420604,樊西区
420605,郊区
420611,郊区
420619,随州市
420620,老河口市
420621,襄阳县
420622,枣阳县
420623,宜城县
420681,随州市
420701,市辖区
420709,黄州区
420801,市辖区
420803,沙洋区
420821,京山县
420901,市辖区
420924,汉川县
420983,广水市
421001,市辖区
421004,江陵区
421021,松滋县
421023,监利县
421025,京山县
421082,钟祥市
421084,天门市
421085,潜江市
421086,仙桃市
421101,市辖区
421103,龙感湖管理区
421201,市辖区
421301,市辖区
421302,曾都区
422100,黄冈地区
422101,麻城市
422102,武穴市
422103,黄州市
422121,黄冈县
422122,新洲县
422123,红安县
422124,麻城县
422125,罗田县
422126,英山县
422127,浠水县
422128,蕲春县
422129,广济县
422130,黄梅县
422131,鄂城县
422200,孝感地区
422201,孝感市
422202,应城市
422203,安陆市
422204,广水市
422221,孝感县
422222,黄陂县
422223,大悟县
422224,应山县
422225,安陆县
422226,云梦县
422227,应城县
422228,汉川县
422300,咸宁地区
422301,咸宁市
422302,蒲圻市
422321,咸宁县
422322,嘉鱼县
422323,蒲圻县
422324,通城县
422325,崇阳县
422326,通山县
422327,阳新县
422400,荆州地区
422401,仙桃市
422402,石首市
422403,洪湖市
422404,天门市
422405,潜江市
422406,钟祥市
422421,江陵县
422422,松滋县
422423,公安县
422424,石首县
422425,监利县
422426,洪湖县
422427,沔阳县
422428,天门县
422429,潜江县
422430,荆门县
422431,钟祥县
422432,京山县
422500,襄阳地区
422501,随州市
422502,老河口市
422521,襄阳县
422522,枣阳县
422523,随县
422524,宜城县
422525,南漳县
422526,光化县
422527,谷城县
422528,保康县
422600,郧阳地区
422601,丹江口市
422621,均县
422622,郧县
422623,郧西县
422624,竹山县
422625,竹溪县
422626,房县
422627,神农架林区
422700,宜昌地区
422701,枝城市
422702,当阳市
422721,宜昌县
422722,宜都县
422723,枝江县
422724,当阳县
422725,远安县
422726,兴山县
422727,秭归县
422728,长阳土家族自治县
422729,五峰土家族自治县
422821,恩施县
422824,利川县
422921,神农架林区
423022,沙洋监狱管理局
429001,随州市
429002,老河口市
429003,枣阳市
429007,枝城市
429008,当阳市
429009,应城市
429010,安陆市
429011,广水市
429012,石首市
429013,洪湖市
429014,钟祥市
429015,丹江口市
429016,大冶市
429017,宜城市
430101,市辖区
430120,市区
430122,望城县
430123,浏阳县
430124,宁乡县
430201,市辖区
430219,醴陵市
430220,市区
430221,株洲县
430222,醴陵县
430301,市辖区
430303,湘江区
430305,板塘区
430306,韶山区
430311,郊区
430312,韶山区
430322,湘乡县
430401,市辖区
430402,江东区
430403,城南区
430404,城北区
430411,郊区
430419,耒阳市
430425,常宁县
430427,耒阳县
430501,市辖区
430504,桥头区
430521,邵东县
430526,武冈县
430601,市辖区
430622,临湘县
430625,汨罗县
430627,汨罗县
430701,市辖区
430727,慈利县
430801,市辖区
430901,市辖区
430911,市区
431001,市辖区
431101,市辖区
431121,祁阳县
431201,市辖区
431301,市辖区
432100,湘潭地区
432121,湘潭县
432122,湘乡县
432123,醴陵县
432124,浏阳县
432125,攸县
432126,茶陵县
432127,酃县
432128,韶山区
432200,岳阳地区
432201,岳阳市
432221,岳阳县
432222,平江县
432223,湘阴县
432224,汨罗县
432225,临湘县
432226,华容县
432300,益阳地区
432301,益阳市
432302,沅江市
432321,益阳县
432322,南县
432323,沅江县
432324,宁乡县
432325,桃江县
432326,安化县
432400,常德地区
432401,常德市
432402,津市市
432421,常德县
432422,安乡县
432423,汉寿县
432424,澧县
432425,临澧县
432426,桃源县
432427,石门县
432428,慈利县
432500,娄底地区
432501,娄底市
432502,冷水江市
432503,涟源市
432521,涟源县
432522,双峰县
432523,邵东县
432524,新化县
432525,新邵县
432600,邵阳地区
432621,邵阳县
432622,隆回县
432623,武冈县
432624,洞口县
432625,新宁县
432626,绥宁县
432627,城步苗族自治县
432700,衡阳地区
432721,衡阳县
432722,衡南县
432723,衡山县
432724,衡东县
432725,常宁县
432726,祁东县
432727,祁阳县
432800,郴州地区
432801,郴州市
432802,资兴市
432821,郴县
432822,桂阳县
432823,永兴县
432824,宜章县
432825,资兴县
432826,嘉禾县
432827,临武县
432828,汝城县
432829,桂东县
432830,耒阳县
432831,安仁县
432900,零陵地区
432901,永州市
432902,冷水滩市
432921,零陵县
432922,东安县
432923,道县
432924,宁远县
432925,江永县
432926,江华瑶族自治县
432927,蓝山县
432928,新田县
432929,双牌县
432930,祁阳县
433000,怀化地区
433001,怀化市
433002,洪江市
433021,黔阳县
433022,沅陵县
433023,辰溪县
433024,溆浦县
433025,麻阳苗族自治县
433026,新晃侗族自治县
433027,芷江侗族自治县
433028,怀化县
433029,会同县
433030,靖州苗族侗族自治县
433031,通道侗族自治县
433102,大庸市
433121,吉首县
433128,大庸县
433129,桑植县
439000,省直辖行政单位
439001,醴陵市
439002,湘乡市
439003,耒阳市
439004,汨罗市
439005,津市市
439006,韶山市
439007,临湘市
439008,浏阳市
439009,资兴市
439010,沅江市
439011,武冈市
440101,市辖区
440102,东山区
440107,芳村区
440116,萝岗区
440120,市区
440121,花县
440122,从化县
440123,新丰县
440124,龙门县
440125,增城县
440126,番禺县
440127,清远县
440128,佛冈县
440181,番禺市
440182,花都市
440183,增城市
440184,从化市
440201,市辖区
440202,北江区
440220,韶关市区
440221,曲江县
440223,南雄县
440225,乐昌县
440226,连县
440227,阳山县
440228,英德县
440230,连山壮族瑶族自治县
440231,连南瑶族自治县
440301,市辖区
440302,沙头角区
440320,市区
440321,宝安县
440401,市辖区
440421,斗门县
440501,市辖区
440502,同平区
440503,安平区
440504,公园区
440505,金沙区
440506,达濠区
440508,金园区
440509,升平区
440510,河浦区
440520,潮州市
440521,澄海县
440522,饶平县
440524,潮阳县
440525,揭阳县
440526,揭西县
440527,普宁县
440528,惠来县
440581,潮州市
440582,潮阳市
440583,澄海市
440601,市辖区
440602,城区
440603,石湾区
440620,中山市
440621,三水县
440622,南海县
440623,顺德县
440624,高明县
440681,顺德市
440682,南海市
440683,三水市
440684,高明市
440701,市辖区
440702,城区
440711,郊区
440721,新会县
440722,台山县
440723,恩平县
440724,开平县
440725,鹤山县
440726,阳江县
440727,阳春县
440782,新会市
440801,市辖区
440821,吴川县
440822,廉江县
440824,海康县
440901,市辖区
440903,茂港区
440921,信宜县
440922,高州县
440923,电白县
440924,化州县
441000,海口市
441001,潮州市
441002,新华区
441003,立新区
441004,东方红区
441005,秀英区
441100,三亚市
441201,市辖区
441221,高要县
441222,四会县
441227,云浮县
441228,新兴县
441229,郁南县
441230,罗定县
441281,云浮市
441282,罗定市
441283,高要市
441301,市辖区
441321,惠阳县
441381,惠阳市
441401,市辖区
441421,梅县
441425,兴宁县
441501,市辖区
441522,陆丰县
441601,市辖区
441611,郊区
441701,市辖区
441703,阳东区
441722,阳春县
441723,阳东县
441801,市辖区
441811,清郊区
441822,英德县
441824,连县
441827,清新县
442100,海南行政区
442101,海口市
442102,通什市
442121,琼山县
442122,文昌县
442123,琼海县
442124,万宁县
442125,定安县
442126,屯昌县
442127,澄迈县
442128,临高县
442129,儋县
442130,东方黎族自治县
442131,乐东黎族自治县
442132,琼中黎族苗族自治县
442133,保亭黎族苗族自治县
442134,陵水黎族自治县
442135,白沙黎族自治县
442136,昌江黎族自治县
442200,黎族苗族自治州
442201,三亚市
442202,通什市
442221,崖县
442222,东方县
442223,乐东县
442224,琼中县
442225,保亭县
442226,陵水县
442227,白沙县
442228,昌江县
442229,西沙群岛、南沙群岛、中沙群岛
442300,汕头地区
442301,汕头市
442302,潮州市
442321,潮安县
442322,澄海县
442323,饶平县
442324,南澳县
442325,潮阳县
442326,揭阳县
442327,揭西县
442328,普宁县
442329,惠来县
442330,陆丰县
442331,海丰县
442400,梅县地区
442401,梅县市
442421,梅县
442422,大埔县
442423,丰顺县
442424,五华县
442425,兴宁县
442426,平远县
442427,蕉岭县
442500,惠阳地区
442501,惠州市
442502,东莞市
442521,惠阳县
442522,紫金县
442523,和平县
442524,连平县
442525,河源县
442526,博罗县
442527,东莞县
442528,惠东县
442529,龙川县
442530,陆丰县
442531,海丰县
442600,韶关地区
442621,始兴县
442622,南雄县
442623,仁化县
442624,乐昌县
442625,连县
442626,阳山县
442627,英德县
442628,清远县
442629,佛冈县
442630,翁源县
442631,连山壮族瑶族自治县
442632,连南瑶族自治县
442633,乳源瑶族自治县
442700,佛山地区
442701,佛山市
442702,江门市
442721,三水县
442722,南海县
442723,顺德县
442724,中山县
442725,斗门县
442726,新会县
442727,台山县
442728,恩平县
442729,开平县
442730,高鹤县
442731,鹤山县
442732,高明县
442800,肇庆地区
442801,肇庆市
442821,高要县
442822,四会县
442823,广宁县
442824,怀集县
442825,封开县
442826,德庆县
442827,云浮县
442828,新兴县
442829,郁南县
442830,罗定县
442900,湛江地区
442901,湛江市
442902,茂名市
442921,阳江县
442922,阳春县
442923,信宜县
442924,高州县
442925,电白县
442926,吴川县
442927,化州县
442928,廉江县
442929,遂溪县
442930,海康县
442931,徐闻县
445101,市辖区
445121,潮安县
445201,市辖区
445221,揭东县
445223,普宁县
445301,市辖区
445323,云安县
449000,省直辖行政单位
449001,潮州市
449002,台山市
449003,番禺市
449004,南海市
449005,云浮市
449006,新会市
449007,开平市
449008,三水市
449009,普宁市
449010,罗定市
449011,潮阳市
449012,高州市
449013,花都市
449014,高要市
449015,鹤山市
449016,四会市
449017,增城市
449018,廉江市
449019,英德市
449020,恩平市
449021,从化市
449022,澄海市
449023,高明市
449024,连州市
449025,雷州市
449026,乐昌市
449027,阳春市
449028,惠阳市
449029,吴川市
449030,兴宁市
449031,化州市
450101,市辖区
450104,城北区
450106,永新区
450111,郊区
450121,邕宁县
450122,武鸣县
450127,横县
450201,市辖区
450211,市郊区
450221,柳江县
450301,市辖区
450306,市郊区
450322,临桂县
450331,荔浦县
450401,市辖区
450402,白云区
450404,蝶山区
450411,市郊区
450501,市辖区
450504,铁山港区
450601,市辖区
450622,浦北县
450701,市辖区
450801,市辖区
450901,市辖区
451001,市辖区
451021,田阳县
451023,平果县
451025,靖西县
451101,市辖区
451201,市辖区
451281,宜州市
451301,市辖区
451401,市辖区
452100,南宁地区
452101,凭祥市
452121,邕宁县
452122,横县
452123,宾阳县
452124,上林县
452125,武鸣县
452126,隆安县
452127,马山县
452128,扶绥县
452129,崇左县
452130,大新县
452131,天等县
452132,宁明县
452133,龙州县
452200,柳州地区
452201,合山市
452221,柳江县
452222,柳城县
452223,鹿寨县
452224,象州县
452225,武宣县
452226,来宾县
452227,融安县
452228,三江侗族自治县
452229,融水苗族自治县
452230,金秀瑶族自治县
452231,忻城县
452300,桂林地区
452321,临桂县
452322,灵川县
452323,全州县
452324,兴安县
452325,永福县
452326,阳朔县
452327,灌阳县
452328,龙胜各族自治县
452329,资源县
452330,平乐县
452331,荔蒲县
452332,恭城瑶族自治县
452400,贺州地区
452401,岑溪市
452402,贺州市
452421,岑溪县
452422,苍梧县
452423,藤县
452424,昭平县
452425,蒙山县
452426,贺县
452427,钟山县
452428,富川瑶族自治县
452500,玉林地区
452501,玉林市
452502,贵港市
452503,北流市
452504,桂平市
452521,玉林县
452522,贵县
452523,桂平县
452524,平南县
452525,容县
452526,北流县
452527,陆川县
452528,博白县
452600,百色地区
452601,百色市
452621,百色县
452622,田阳县
452623,田东县
452624,平果县
452625,德保县
452626,靖西县
452627,那坡县
452628,凌云县
452629,乐业县
452630,田林县
452631,隆林各族自治县
452632,西林县
452700,河池地区
452701,河池市
452702,宜州市
452721,河池县
452722,宜山县
452723,罗城仫佬族自治县
452724,环江毛南族自治县
452725,南丹县
452726,天峨县
452727,凤山县
452728,东兰县
452729,巴马瑶族自治县
452730,都安瑶族自治县
452731,大化瑶族自治县
452800,钦州地区
452801,北海市
452802,钦州市
452821,上思县
452822,防城各族自治县
452823,钦州县
452824,灵山县
452825,合浦县
452826,浦北县
460001,通什市
460002,琼海市
460003,儋州市
460004,琼山市
460005,文昌市
460006,万宁市
460007,东方市
460021,琼山县
460022,文昌县
460023,琼海县
460024,万宁县
460025,定安县
460026,屯昌县
460027,澄迈县
460028,临高县
460029,儋县
460030,白沙黎族自治县
460031,昌江黎族自治县
460032,东方黎族自治县
460033,乐东黎族自治县
460034,陵水黎族自治县
460035,保亭黎族苗族自治县
460036,琼中黎族苗族自治县
460037,西沙群岛
460038,南沙群岛
460039,中沙群岛的岛礁及其海域
460101,市辖区
460102,振东区
460103,新华区
460104,秀英区
460201,市辖区
460321,西沙区
460322,南沙区
460323,中沙群岛的岛礁及其海域
460324,永乐群岛的岛礁及其海域
469003,儋州市
469004,琼山市
469031,西沙群岛
469032,南沙群岛
469033,中沙群岛的岛礁及其海域
469034,陵水黎族自治县
469035,保亭黎族苗族自治县
469036,琼中黎族苗族自治县
469037,西沙群岛
469038,南沙群岛
469039,中沙群岛的岛礁及其海域
500100,市辖区
500105,江北区
500112,渝北区
500221,长寿县
500222,綦江县
500223,潼南县
500224,铜梁县
500225,大足县
500226,荣昌县
500227,璧山县
500228,梁平县
500232,武隆县
500234,开县
500239,黔江土家族苗族自治县
500300,重庆市
500381,江津市
500382,合川市
500383,永川市
500384,南川市
510101,市辖区
510102,东城区
510103,西城区
510111,金牛区
510120,市区
510122,双流县
510123,温江县
510124,郫县
510125,新都县
510126,彭县
510127,灌县
510128,崇庆县
510130,邛崃县
510132,新津县
510200,重庆市
510201,市辖区
510202,渝中区(市中区)
510203,大渡口区
510211,江北区
510212,沙坪坝区
510213,九龙坡区
510214,南岸区
510215,北碚区
510216,万盛区
510217,双桥区
510218,渝北区
510219,巴南区
510220,市区
510221,长寿县
510222,巴县
510223,綦江县
510224,江北县
510225,江津县
510226,合川县
510227,潼南县
510228,铜梁县
510229,永川县
510230,大足县
510231,荣昌县
510232,璧山县
510281,永川市
510282,江津市
510283,合川市
510301,市辖区
510320,市区
510401,市辖区
510420,市区
510501,市辖区
510523,纳溪县
510601,市辖区
510602,市中区
510621,德阳县
510622,绵竹县
510624,广汉县
510625,什邡县
510626,罗江县
510701,市辖区
510702,市中区
510721,江油县
510724,安县
510801,市辖区
510901,市辖区
510902,市中区
510922,射洪县
511001,市辖区
511021,内江县
511022,乐至县
511023,安岳县
511026,资阳县
511027,简阳县
511028,隆昌县
511081,资阳市
511082,简阳市
511101,市辖区
511121,仁寿县
511122,眉山县
511125,峨眉县
511127,洪雅县
511128,彭山县
511130,青神县
511131,丹棱县
511200,万县市
511201,市辖区
511202,龙宝区
511203,天城区
511204,五桥区
511221,开县
511222,忠县
511223,梁平县
511224,云阳县
511225,奉节县
511226,巫山县
511227,巫溪县
511228,城口县
511301,市辖区
511401,市辖区
511422,彭山县
511501,市辖区
511521,宜宾县
511522,南溪县
511601,市辖区
511701,市辖区
511721,达县
511801,市辖区
511821,名山县
511901,市辖区
512001,市辖区
512081,简阳市
512100,永川地区
512121,江津县
512122,合川县
512123,潼南县
512124,铜梁县
512125,永川县
512126,大足县
512127,荣昌县
512128,璧山县
512129,蒲江县
512130,邛崃县
512131,大邑县
512132,崇庆县
512200,万县地区
512201,万县市
512202,市中区
512221,万县
512222,开县
512223,忠县
512224,梁平县
512225,云阳县
512226,奉节县
512227,巫山县
512228,巫溪县
512229,城口县
512230,射洪县
512231,遂宁县
512232,蓬溪县
512233,中江县
512234,德阳县
512235,绵竹县
512236,安县
512237,北川县
512300,涪陵地区
512301,涪陵市
512302,南川市
512321,涪陵县
512322,垫江县
512323,南川县
512324,丰都县
512325,石柱土家族自治县
512326,武隆县
512327,彭水苗族土家族自治县
512328,黔江土家族苗族自治县
512329,酉阳土家族苗族自治县
512330,秀山土家族苗族自治县
512400,内江地区
512401,内江市
512402,泸州市
512421,内江县
512422,资中县
512423,资阳县
512424,简阳县
512425,威远县
512426,隆昌县
512427,安岳县
512428,乐至县
512429,古蔺县
512430,叙永县
512431,长宁县
512432,兴文县
512433,珙县
512434,高县
512435,筠连县
512436,屏山县
512500,宜宾地区
512501,宜宾市
512502,泸州市
512521,泸县
512522,富顺县
512523,合江县
512524,纳溪县
512525,叙永县
512526,古蔺县
512527,宜宾县
512528,南溪县
512529,江安县
512530,长宁县
512531,高县
512532,筠连县
512533,珙县
512534,兴文县
512535,屏山县
512600,乐山地区
512601,乐山市
512621,仁寿县
512622,眉山县
512623,犍为县
512624,井研县
512625,峨眉县
512626,夹江县
512627,洪雅县
512628,彭山县
512629,沐川县
512630,青神县
512631,丹棱县
512632,峨边彝族自治县
512633,马边彝族自治县
512634,金口河工农区
512700,温江地区
512721,温江县
512722,郫县
512723,新都县
512724,广汉县
512725,什邡县
512726,彭县
512727,灌县
512728,崇庆县
512729,大邑县
512730,邛崃县
512731,蒲江县
512732,新津县
512800,绵阳地区
512801,绵阳市
512802,市中区
512821,德阳县
512822,绵竹县
512823,安县
512824,江油县
512825,梓潼县
512826,剑阁县
512827,广元县
512828,旺苍县
512829,青川县
512830,平武县
512831,北川县
512832,遂宁县
512833,三台县
512834,中江县
512835,蓬溪县
512836,射洪县
512837,盐亭县
512900,南充地区
512901,南充市
512902,华蓥市
512903,阆中市
512921,南充县
512922,南部县
512923,岳池县
512924,营山县
512925,广安县
512926,蓬安县
512927,仪陇县
512928,武胜县
512929,西充县
512930,阆中县
512931,苍溪县
512932,华云工农区
513000,达川地区
513001,达川市
513002,万源市
513021,达县
513022,宣汉县
513023,开江县
513024,万源县
513025,通江县
513026,南江县
513027,巴中县
513028,平昌县
513029,大竹县
513030,渠县
513031,邻水县
513032,白沙工农区
513100,雅安地区
513101,雅安市
513121,雅安县
513122,名山县
513123,荥经县
513124,汉源县
513125,石棉县
513126,天全县
513127,芦山县
513128,宝兴县
513229,马尔康县
513321,康定县
513421,西昌县
513425,会理县
513438,木里藏族自治县
513439,冕宁县
513500,黔江地区
513521,石柱土家族自治县
513522,秀山土家族苗族自治县
513523,黔江土家族苗族自治县
513524,酉阳土家族苗族自治县
513525,彭水苗族土家族自治县
513600,广安地区
513601,华蓥市
513621,岳池县
513622,广安县
513623,武胜县
513624,邻水县
513700,巴中地区
513701,巴中市
513721,通江县
513722,南江县
513723,平昌县
513800,眉山地区
513821,眉山县
513822,仁寿县
513823,彭山县
513824,洪雅县
513825,丹棱县
513826,青神县
513900,资阳地区
513901,资阳市
513902,简阳市
513921,安岳县
513922,乐至县
517000,涪陵市
517002,枳城区
517003,李渡区
517021,垫江县
517022,丰都县
517023,武隆县
517081,南川市
519000,直辖行政单位
519001,广汉市
519002,江油市
519003,都江堰市
519004,峨眉山市
519005,永川市
519006,合川市
519007,江津市
519008,阆中市
519009,资阳市
519010,彭州市
519011,简阳市
519012,邛崃市
519013,崇州市
520101,市辖区
520114,小河区
520202,盘县特区
520221,水城县
520222,盘县
520301,市辖区
520321,遵义县
520401,市辖区
520421,平坝县
520522,黔西县
522100,遵义地区
522101,遵义市
522102,赤水市
522103,仁怀市
522121,遵义县
522122,桐梓县
522123,绥阳县
522124,正安县
